tweet_id,content,post_date,relevance
B1309,"@ederviana2001 Corretíssimo! A abertura, mesmo que gradual e com adoção de medidas sanitárias, depende do comportamento desses e de outros indicadores, tais como a taxa de ocupação de leitos de UTI e de enfermaria...",2020-06-17,irrelevant
B4432,"Educação sempre será prioridade. Vamos continuar ofertando ensino de qualidade e, para avançar e fazer mais nesta área, vamos concluir a construção de 11 novas escolas, ampliar o número de vagas e os programas de reforço escolar. Vem com a gente votar 55 de novo!\n\n#EuVoto55 ",2020-10-30,irrelevant
B1386,"@elder_franca Meu amigo, a sessão remota de hoje foi difícil viu ... aqui estão na cloroquina ainda",2020-06-30,irrelevant
B1545,"Reduzir impostos e taxas não significa perda de arrecadação e sim um incentivo para que o mercado cresça, contrate e gere mais receita para o município, além de garantir uma conta mais barata para os consumidores em geral.\nProjetos como esse colocam @DuarteJr_ como melhor opção. ",2020-01-08,irrelevant
B1468,Reforço para as escolas estaduais do Rio! A emenda de minha autoria vai destinar R$ 1 milhão para melhorias na Educação na cidade do Rio de Janeiro. O ensino é libertador e muda o futuro de inúmeros jovens. Todo esforço é válido para melhorar essa área! #MandatoMarthaRocha ,2020-01-04,irrelevant
B5652,"O 2° Festival de Música da Assembleia está sendo retomado em novo formato, após uma pausa em razão da pandemia do novo coronavírus. Vamos celebrar a música e fazer com que essa grande festa chegue às casas dos cearenses de forma virtual, cumprindo protocolos sanitários. ",2020-07-13,irrelevant
B5126,#CuritibaHumanitária e ecumênico enche de alegria o meu coração de Prefeito. É certamente tem luminosa bênção da Divina Misericórdia. #VivaCuritiba,2020-04-24,irrelevant
B2363,"Inacreditável. Mais um líder do PCC agraciado com prisão domiciliar humanitária saiu da prisão, rompeu a tornozeleira e fugiu. Este era condenado a 100 anos de prisão por sequestro de avião, trafico, entre outros crimes. É o 2º em menos de uma semana. ",2020-04-27,irrelevant
B2361,O meu projeto que dá direito ao paciente com coronavírus decidir sobre uso da cloroquina - com orientação médica - tramita na Assembleia Legislativa do PR. A proposta é inédita no país. ,2020-04-21,relevant
A870,No #DebateBandRio o Eduardo ressaltou as ações emergenciais para os primeiro 100 dias de governo. Vai preparar as Clínicas da Família para a campanha de vacinação contra COVID-19 e iniciar as ações voltadas para o programa de assistência e apoio à saúde mental. #EduardoPaes25,2020-10-01,relevant
B4157,"Ontem reforcei meu compromisso com três pautas muito importantes pra mim: a defesa da infância, a luta antimanicomial e o apoio às pessoas com autismo. Recebi representantes desses movimentos para conversar e aprendi muito.",2020-10-31,irrelevant
B5341,"Além disso, vamos criar um ente regulador municipal para os serviços de saneamento ambiental (abastecimento de água, esgotamento sanitário, limpeza urbana e manejo de resíduos sólidos) com independência decisória, capacidade técnica e participação social.\n\n#RenataSouza50",2020-10-24,irrelevant
B1810,O #OutubroRosa é uma campanha de conscientização sobre a importância do diagnóstico precoce do câncer de mama e também faz um convite para o autocuidado. ,2020-10-19,irrelevant
A654,A desigualdade mostra suas caras até no acesso à futura vacina contra o COVID. Saúde não pode ser tratada como um produto qualquer. ,2020-09-18,relevant
B1406,Estive reunida com uma comissão de Agentes Comunitários do Programa Saúde da Família que me apresentaram uma carta com uma série de reivindicações da categoria.Presença da Pres do Conselho Municipal de Saúde Dalva Bittencourt e fiz compromisso de cumprir cada uma das solicitações ,2020-10-24,irrelevant
B3794,"Desgoverno Bolsonaro apela agora para a omissão de informação já que não tem competência para lidar com a pandemia do coronavírus. Omite óbitos diários da tragédia, diz que números estão sendo inflados. Covarde! #COVID19 #ForaBol卐onaro",2020-06-06,irrelevant
A2053,✅VACINAÇÃO \nEnviei ofício à Secretaria Municipal de Saúde de Goiânia solicitando providências para evitar aumento da contaminação do Covid-19 por idosos durante a campanha de vacinação da gripe.A população goiana pode continuar contando comigo. Vamos juntos vencer o coronavírus! ,2020-03-27,irrelevant
B5202,"Além dos 33 Faróis do Saber e Inovação, fizemos 25 novos cmeis, contratamos 95 centros de educação infantil e alcançamos 50 mil vagas! Temos 100 escolas em período integral e conquistamos a menor taxa de mortalidade infantil da história de Curitiba.",2020-10-12,irrelevant
B218,"São absurdas as semelhanças entre o lulismo e o bolsonarismo. Do discurso eleitoral à militância lobotomizada, da parceria com centrão ao populismo barato, nossa história se repete como farsa de quinta categoria.\n\n",2020-06-29,irrelevant
B20,"@gleisi Que se exploda o que os socialistas franceses pensam. Como o PT e demais partidos de esquerda estão ingressando no STF para impedir o uso da Cloroquina, caso fiquem doentes, favor não tomar o medicamento, continue apenas comendo capim, que o lado de cá agradece, tic tac...",2020-05-19,relevant
B1084,Diminuir o chamado Custo Palmas com menos TAXAS e sem aumentos reais de impostos é meta. Regulamentamos a lei que reduz a tarifa de esgoto em 40%. A BRK contesta na justiça. É um direito dela mas a Prefeitura de Palmas está ao lado do povo. Viver em Palmas precisa ser mais barato,2020-02-11,irrelevant
B4006,Sem condições sanitárias suficientes p proteger a comunidade escolar do Covid-19 n há segurança p retorno das aulas. É preciso ouvir qm vive o dia a dia das instituições de ensino para construir soluções viáveis. Essa luta é pela saúde de todas e todos ❤️,2020-10-14,irrelevant
A1874,"O ano de 2021 será de muitos desafios na área da saúde. Covid-19 ainda sem vacina, cirurgias eletivas represadas, exames de alta complexidade e tratamento de doenças crônicas com grande procura. E o governo quer cortar 35 bilhões do orçamento da saúde. Não podemos aceitar.",2020-10-02,relevant
A345,"Este é o Senhor Ilvo Saldanha de Farias, venerável  curitibano de 103 anos. Ontem tomou vacina drive thru na Rua da Cidadania da Fazendinha. É nosso dever #HonraPaiEMãe , respeitar os idosos. ",2020-04-03,irrelevant
A237,"O governador Ratinho Junior assina nesta quarta-feira um convênio para que o Instituto de Tecnologia do Paraná (Tecpar) produza a vacina contra a covid-19. O estado será responsável por todas as etapas, desde a pesquisa até a distribuição das doses. \n\n",2020-08-11,relevant
A256,"Para nós não importa se será chinesa, russa, americana ou européia, tem quer usada desde que demonstre sua eficácia contra a coronavírus. Não podemos fazer disso uma guerra política. Mais de 88% dos brasileiros querem a vacina e destacam sua importância contra as doenças.",2020-11-11,relevant
B3518,"Protocolamos pedido de informação ao Governo do Estado do RS em razão dos sérios acontecimentos ocasionados pela COVID-19, causadora de graves danos à saúde pública e capaz de colapsar o sistema público de saúde, segundo relatos dos órgãos sanitários competentes. Queremos saber:",2020-04-06,irrelevant
A1746,"@PitterJohnson @portelagx Obrigado, amigo. Feliz por suas palavras. Também espero por esse encontro.",2020-01-09,irrelevant
A1371,"O Congresso Nacional, o STF e os governadores não aceitarão a politização da vacina feita por Bolsonaro. Vai ser formada a frente ampla em defesa da vida e contra a barbárie. Bolsonaro tem compromisso com a morte, mas a força da vida irá se impor! ",2020-10-22,relevant
B1036,"Agora vamos à parte prática. O @AmazonasGoverno compõe o SUS e, pra mim, é hora de ter ousadia e estabelecer um protocolo próprio e incluir o uso de hidroxicloroquina e azitromicina em pacientes que apresentem os sintomas do coronavírus.",2020-04-07,relevant
B2121,"✊Entrei na Justiça com uma ação, junto ao @psolnacamara, para obrigar Bolsonaro a tirar, em 24h, o vídeo que incita as pessoas a invadirem hospitais. Além de criminosa, a fala de Bolsonaro estimula a violência contra profissionais de saúde e a contaminação. #ForaBolsonaro",2020-06-16,irrelevant
B6098,Hoje foi aprovado o direito ao aborto voluntário na câmara da Argentina. Lei segue para o senado. É fruto das massivas mobilizações pela legalização promovidas nos últimos anos. Parabéns as mulheres argentinas! Que esse exemplo contamine o Brasil!\nCom @PSTUARG e @LITCI ,2020-12-11,irrelevant
B885,"Façamos calar os gritos de morte: chega de guerras! Pare a produção das armas, porque é de pão que precisamos, não de metralhadoras. Cessem os abortos, que matam a vida inocente. Abram-se os corações daqueles que têm, para encher as mãos vazias de quem não dispõe do necessário.",2020-04-12,irrelevant
A1972,"Olá meus amigos! Estamos neste momento na Fundação Oswaldo Cruz com a @DeputadaMariana Carvalho, acompanhando o desenvolvimento da vacina contra a Covid-19. \n#VemVacina",2020-12-11,relevant
B2100,O atraso do MS em divulgar números oficiais do COVID-19 nos faz questionar as reais intenções do governo. Querem reduzir alcance da divulgação dos dados na imprensa? Isso prejudica inclusive a continuidade de políticas de combate ao coronavírus. Nas últimas 24h foram 1349 óbitos.,2020-06-03,irrelevant
B843,"Há tanta notícia boa hoje que nem sei por onde começar 🤣🤣🤣. Obviamente, eu leio jornais de verdade e que buscam a verdade. Não chego perto da imundice produzida pela família marinho. \n#RachadinhaDaGlobo \nQuanto ao MBL, eles que vão todos tomar ozônio! ",2020-08-15,irrelevant
B2038,O brasil já ultrapassou a China no número de óbitos. Mas o sonolento @minsaude considera o isolamento social uma medida ultrapassada. @jairbolsonaro calado é um poeta e Teich dormindo é um grande ministro da saúde.\n,2020-04-29,irrelevant
A135,"Desde a campanha defendo um verdadeiro mutirão da vacinação. A indústria farmacêutica pode sim produzir vacinas em quantidade suficiente para todo o mundo, cabe aos governos exigir e vacinar universalmente e gratuitamente suas populações. A vacinação é obrigatória.\n#vacinaevida",2020-12-18,relevant
B1571,Qual a lógica do Governo Federal recorrer da decisão judicial que permite o Governo @FlavioDino faça controle e orientação sanitária no aeroporto?! Absurdo!\nNão fazem e querem impedir quem tá cuidando e zelando pela vida das pessoas.\nPrecisamos de UNIÃO e de AÇÕES concretas.,2020-03-22,irrelevant
B298,O ministro @LRobertoBarroso está no #RodaViva falando sobre eleições. E a campanha #EleicoesSeguras2020 tem 25 propostas para garantir segurança sanitária e democrática nas eleições de 2020.\n\nBora conhecer &gt; ,2020-06-15,irrelevant
B2269,Emocionante ver as mulheres argentinas celebrando uma conquista histórica: a Câmara dos Deputados aprovou a descriminalização do aborto e deve ser tb aprovada no Senado. Uma luta que ganhou muita força nos últimos anos e que precisa inspirar o Brasil. É pela vida das mulheres! ,2020-12-11,irrelevant
A1732,"Lançamento da pré-candidatura do Jhonson Alves pelo PSB a vereador de Imperatriz. Cumprimento o deputado @professor_marcoaurelio, pré-candidato a prefeito da cidade, pela presença.\n•\n#EssaLutaéNossa ",2020-02-01,irrelevant
A933,"Anvisa aprova uso emergencial de vacinas contra covid-19 no Brasil\n\nApós pressão popular e início da imunização em outros países, Anvisa aprovou regra que permitirá imunização em caráter emergencial\n\n ",2020-12-10,relevant
B632,"O processo de retomada das aulas é um tema complexo e precisa ser estudado por profissionais de saúde e educação. Já sabe-se que as crianças são grandes transmissoras do Covid-19, o que pode gerar grandes prejuízos sanitários. A vida em primeiro lugar. \n\n",2020-08-24,irrelevant
B3296,"Não adianta ficar na internet protestando pela Amazônia, pela preservação da camada de ozônio, chorando pelo óleo no oceano. Tudo isso isso é importante. Mas temos que começar pelo básico: não jogando lixo na rua! Que vexame! \n\n",2020-01-01,irrelevant
A1794,"Como funcionam as vacinas? O dr Luíz Fernando Reis, doutor em Imunologia e pós-doutor em Biologia Molecular explica. Vamos nos basear na ciência! #VacinaUrgenteparaTODOS ",2020-12-17,relevant
B3236,"Ao ministro Eduardo Pazuello, questionei sobre a produção e distribuição de sedativos, adjuvantes na sedação e relaxantes musculares utilizados no processo de intubação orotraqueal e sobre gastos e produção de remédios com os compostos da cloroquina e hidroxicloroquina.",2020-06-18,relevant
B3746,"Alô Taquara, estamos chegando aí. Quero andar pela região, conversar com comerciantes e com moradores. O bairro é o maior polo econômico de Jacarepaguá e precisa ser visto com muita atenção pelo poder público. \n#Taquara #Jacarepagua #luizlima17 #luizlimaprefeito #oriotemopção",2020-10-20,irrelevant
B2668,"""O planeta vai desligar a gente"" ... O organismo terra é inteligente. O vírus pode ser só um aviso prévio. \n""Como que você é avisado que você está furando o teto do céu (camada de ozônio), e você só troca a geladeira""\n@AiltonKrenak #AoVivo  ",2020-06-09,irrelevant
B359,"Na maior crise sanitária da nossa geração, o busão segue contribuindo p/ o adoecimento geral, ao invés de garantir mobilidade e acesso a outros direitos. Isso só vai mudar quando enfrentarmos as empresas de ônibus em BH, que lucram em cima do sofrimento da maioria da população.",2020-09-22,irrelevant
B3773,Até quando o desgoverno vai ficar analisando auxílio emergencial de quem tá precisando urgente? Essa demora parece proposital para obrigar as pessoas a saírem de casa por necessidade. Quanta maldade e descaso com o povo! #auxiloemergencial  #PagaLogoBolsonaro #BolsonaroGenocida ,2020-04-22,irrelevant
B246,"Mais um golpe do PSDB na ALESP!\n\nPresidente ABANDONOU a cadeira, fez conchavo com deputados e voltou minutos depois, aumentando o quórum, rasgando o regimento e derrubando as obstruções.\n\nTudo isso para aumentar imposto de remédio!\n\nO PSDB é um câncer para o Estado de São Paulo!",2020-09-30,irrelevant
A1956,Como assim eu não posso vacinar em São Paulo? \nMeu bisavô era paulista!,2020-12-08,irrelevant
B241,Itajaí-SC:\n\n- Cidade de apenas 200 mil habitantes ganhou as páginas após o prefeito indicar ozônioterapia via reto para tratar COVID-19.\n\nCuba:\n\n- País de 11 milhões de habitantes passa a adotar ozônioterapia e... silêncio.\n\nPor que um caso virou piada (com razão!) e o outro não?,2020-08-31,relevant
A1505,Está preparado para cumprir a ordem dos Togados que votaram de forma unânime pela obrigatoriedade de te vachinar? ,2020-12-18,relevant
B5924,"@monticelli_dani @CinthiaCRibeiro Na quinta mandei este ofício para Secretaria pedindo explicações sobre o caso da senhora que veio a óbito esperando uma vaga, antes de acionar o @MPETocantins. \nDa uma lida👇🏾 ",2020-08-16,irrelevant
B4011,"O @MiguelSRossetto  esteve na cooperativa de reciclagem ""As Anitas"", na Voluntários da Pátria, o local fica embaixo dos viadutos de entrada e saída de Porto Alegre. \n\n📸 Joaquim Moura ",2020-10-20,irrelevant
B4907,@tumucumaq Você acha barato ? Eu não !!!,2020-02-09,irrelevant
B4722,"Para minimizar o prejuízo, a Associação Bahiana de Imprensa está realizando, de forma independente, um debate com as candidaturas de Salvador, que vai acontecer no dia (19.10), com transmissão virtual e cumprindo todos os protocolos sanitários.Em breve trago mais informações.",2020-10-15,irrelevant
B1229,Estou agora na webrádio Censura Livre falando sobre o crescimento da campanha pelo Fora Bolsonaro e Mourão\n\nE sobre a necessidade de derrotar esse governo genocida que nega a ciência para superar a crise sanitária \n\nFora @jairbolsonaro e @gen_heleno\n\n,2020-08-04,irrelevant
B3290,"Mobilidade urbana: revisando os contratos da cidade e conseguiremos baratear a passagem em 30 centavos. Revisando o fator de revitalização, baixamos 15 centavos. #DebateAclame @republicanos10 Dia 15, vote 1️⃣0️⃣✅💛💙",2020-11-05,irrelevant
B6198,"Ninguém que se engane:aulas nas escolas e universidades apenas em maio,provavelmente segunda quinzena. \n\nÉ preciso discutir redução de valores de mensalidade nesta crise,mesmo as que  tem mantido atividades por EAD.EAD é mais barato, a conta não pode ficar só para os pais e mães.",2020-03-30,irrelevant
A1534,"Desde as primeiras horas de hoje, já estou em tratativa com o prefeito eleito de Macapá @dr_furlan, o Governador de SP @jdoriajr e o @butantanoficial p/ providenciarmos doses de vacina para o povo de Macapá. Nossa luta contra a COVID-19 continua!",2020-12-21,relevant
A1339,"Professores tem que ser prioridade na vacinação. Governos que não pensem assim não priorizam educação. Pessoas que não pensem assim não priorizam. \nPrioridade é prioridade. Em qualquer cenário, inclusive pra passar na sua frente.",2020-12-07,relevant
A1124,@6LQbOdNhUuu4oCT Claramente. Eu tomarei vacina quando a Anvisa aprovar. Mas entendo que as pessoas tem que ter a liberdade de optar se tomam ou não. Não existe obrigar alguém a tomar uma vacina ou remédio.,2020-10-17,relevant
B4069,"Eu sou hiperdependente de fones de ouvido, e é das poucas coisas em q eu não consigo usar qualquer um. Sempre tive de AKG pra cima. Um dia desses estava no centro, desesperado porque estava sem nenhum, e entrei numa loja pra comprar um emergencial, barato e sem exigir qualidade + ",2020-06-25,irrelevant
B2679,"""Queremos construir uma cidade metropolitana, moderna, inclusiva, que escute todas as pessoas e busque o desenvolvimento descentralizado, que chege nos 75 bairros e que traga a preservação do meio ambiente como uma das principais bandeiras."" #GouraNaRIC",2020-10-22,irrelevant
B4054,Mais alguém ansiosa pra virar jacaré?\n🎨 Que.isso.joao ,2020-12-19,relevant
A215,Sociedade Brasileira de Infectologia confirma eficácia de Dexametasona no tratamento do #coronavirus Hj pesquisadores de Oxfort anunciaram que a droga comprovadamente reduz a incidência de mortes pela #Covid_19,2020-06-16,relevant
B5298,"A Covid-19 leva mais de mil pessoas a óbito a cada dia. Uma realidade triste que não pode ser minimizada. Hoje, perdemos nosso querido companheiro Marcelo Biar. Muito triste. Toda solidariedade à família e aos amigos e amigas.",2020-07-25,irrelevant
A1779,"No mundo todo, 153 drogas e vacinas são testadas em pacientes com covid-19. Enquanto isso, no Brasil, Bolsonaro ‘arranja’ agenda no @minsaude a mulher que diz ter cura para coronavírus com alho cru. \n",2020-06-09,relevant
A129,"A população brasileira precisa se mobilizar para uma revolta da vacina às avessas. Dessa vez será o povo que exigirá ser vacinado, independentemente da má vontade de Bolsobaro e daqueles que negam a ciência.\n#VacinaNoBrasil #VacinaJa #vacina",2020-12-09,relevant
B2569,"Ocupação total dos leitos de UTI dos hospitais privados está acima de 80% HOJE, e crescendo! Um paciente com COVID fica, em média, 14 dias internado. Estou falando de capacidade total: para quem precisa para COVID, para infarto, para acidentes...",2020-06-23,irrelevant
B255,"Acabou de ser aprovado na Câmara de Vereadores de Porto Alegre o Pacote Contra Corrupção, projeto de minha autoria. Nos seus 98 artigos, é a Lei municipal de combate a irregularidades e gestão de contratos mais moderna e completa do Brasil.\nSaiba mais:\n ",2020-12-22,irrelevant
A810,"Porque o desgoverno Bolsonaro e do seu aliado aqui no Rio de Janeiro, o governador Cláudio Castro, não fazem nem o básico, que é reservar a vacina e preparar os insumos necessários para aplica-la - seringa, algodão e equipamentos de refrigeração. Estamos de olho!",2020-12-17,relevant
B3602,"Cuidado. A família da foto abaixo está espalhando desinformação sobre cloroquina. Há dois dias, a Anvisa informou: ""não há recomendação, no momento, para utilização em pacientes infectados ou mesmo como forma de prevenção à contaminação pelo novo coronavírus"". ",2020-03-22,relevant
B5205,@digao__ Acho importante o debate. Estou disponível para conversar sobre propostas para a Curitiba desde que dentro dos protocolos sanitários.,2020-10-22,irrelevant
B4662,A emoção tomou conta do meu coração no Dia das Crianças. Conhecer Gabriel foi incrível e só reforçou meu compromisso com uma educação inclusiva e de qualidade pra termos uma João Pessoa boa pra todos. Marca aí! Dia 15 é 15. \n\n,2020-10-12,irrelevant
B384,Busão bom e barato é prioridade na #bhquequeremos. Mas o plano de recuperação do transporte coletivo em BH vai além disso. Vamos ampliar as faixas exclusivas para ônibus e taxar as empresas de apps de transporte. Vamos mexer com quem controla as ruas da cidade. ,2020-10-19,irrelevant
B3038,"@hamilton_raposo Amigo, nos bairros você encontra lojas com grande variedade. De preços inclusive. Só que bem mais barato. Tem lojas enormes, às vezes especializada só em pisos e revestimentos. Fica a dica.",2020-09-15,irrelevant
B1150,"@MariliaArraes Todas as vidas importam, principalmente daqueles que não conseguem se defender! O ES se negou fazer o aborto, mas a esquerda que comanda PE e o Recife há 20 anos, mais uma vez nos colocou nas manchetes nacional: se você quer abortar, venha para cá. VERGONHA!",2020-08-17,irrelevant
A137,"NACIONAL | Precisamos enfrentar e derrotar o governo para assegurar um plano emergencial de vacinação, que garanta a imunização de toda a população no menor tempo possível\n",2020-12-10,relevant
B1577,"Neste Dia Mundial de Conscientização do Autismo, mais do que comemorar, apresento ações concretas, como a identificação de autismo no RG+.\nEssa conquista só foi possível com a sanção da Lei nº10.996/2019, de minha autoria e do deputado Zé Gentil. 💙💙💙 ",2020-04-02,irrelevant
B2737,900 mil casos e 44 mil mortes. O país há 1 mês sem Ministro da Saúde. E desde o início sem estratégia sanitária. O nome disso é genocídio.,2020-06-16,irrelevant
B1167,🔸️Vitória merece mais!\n.\n#umjeitonovodefazerpolitica #coronelnyltonrodrigues #patriciabortolon #sejanovo #vitória #vamosemfrentejuntos #nyltonrodrigues #contecomonovo #onovocontacomvoce #tôcomnylton #vitóriaes ,2020-09-27,irrelevant
B6214,"Deus não quer seus filhos em templos para morrerem agora. Orem, adorem, louvem em casa!\nLamentavelmente, se já não bastassem os mais de 440 casos e os 27 óbitos por Coronavírus no Maranhão, além das frequentes recomendações para que se evitem aglomerações, (+) ",2020-04-13,irrelevant
B4304,"#Curitiba Marisa é a única pré candidata que não é da tchurma do elenao. É a única conservadora. Basta de prefeito que deixa o povo sem tratamento precoce pra arrancar dinheiro do Presida. Quem apoia mandetta, apoia o sequestro dos direitos do povo. Basta. ",2020-09-26,relevant
B294,"Ainda assim, entendendo absolutamente nada sobre saúde pública e seguindo a paranoia autoritária e conservadora do seu governo, Bolsonaro considerou que a nota defendia a legalização do aborto.",2020-06-08,irrelevant
B266,"Começou hoje a Semana de Arte contra a Barbárie pela Liberdade Cultural. Em SP, artistas ocupam as escadarias do Teatro Municipal contra o autoritarismo e o desmonte da cultura, ecoando a Semana de Arte Moderna de 22. Por lá, quem puxa é o @artigo5quinto.",2020-02-11,irrelevant
B3172,"Reforço que o tema da fome foi um dos primeiros que pensei para o meu plano de governo, alinhado com a Agenda 2030 da ONU. E faz parte da nossa Rede de Proteção Social, algo que precisa ser implementado em Curitiba para solucionarmos os graves desequilíbrios que existem aqui.",2020-10-09,irrelevant
B4132,"""Não somos contra a cloroquina, somos contra que pessoas que não são médicos, não têm base científica, passem a receitar o remédio de qualquer jeito. Isso é irresponsabilidade. "" .@gleisi",2020-06-04,relevant
B86,Você sabia que os homens também podem desenvolver o câncer de mama?,2020-10-06,irrelevant
B325,"Ação movida pela @ApibOficial para obrigar governo a prestar medidas emergenciais em Terras #Indígenas ganha “vitória” no STF. Decisão ocorre em meio a um disparo acentuado de casos de Covid-19 entre os povos, com um aumento de pelo menos 96%. ",2020-08-09,irrelevant
B4458,"#TransporteColetivo: (ônibus, lotações, táxis, vans e carros de aplicativos) orientação para reforço e ampliação da higienização, bem como para circulação dos veículos com janelas abertas. Paradas de ônibus de grande circulação serão desinfetadas pelo DMLU.",2020-03-18,irrelevant
A1720,"""Recife vai ter uma política municipal de vacinação robusta, para a gente poder vacinar as pessoas e com isso garantir as retomadas de maneira permanente ou ao longo do tempo."" @cbnrecife #Eleicoes2020 #JoãoaoVivo",2020-11-23,relevant
A955,"Mais uma prova que Bolsonaro transformou a morte em política de Estado: o presidente gastou milhões comprando matéria-prima superfaturada p/ fabricar cloroquina, mas vai impedir que brasileiros recebam a vacina contra a Covid-19 porque foi produzida na China. #bolsonarogenocida",2020-10-21,relevant
B6071,Obrigar o Presidente Jair Bolsonaro a mostrar o exame referente ao teste de Covid é uma total invasão de privacidade e mais uma pressão exercida pela mídia.,2020-05-13,irrelevant
B1469,"1- Não podemos deixar barato! A Lei 7.358/2017, de minha autoria, cobra multa dos agressores para compensar o Estado do Rio com os gastos públicos envolvidos na assistência às mulheres que sofrem violência, somado aos outros processos criminais e jurídicos envolvidos. ",2020-01-06,irrelevant
B4776,"5) Aprovamos uma lei moderna, capaz de dar soluções aos desafios de uma sociedade digital e garantir a segurança, privacidade dos cidadãos e o bom maior, que é a ordem democrática. E com a democracia não se brinca. Viva a luta! Agradeço a todos que participaram dessa vitória! ",2020-05-20,irrelevant
B1271,"Brasil tem 615 novas mortes por coronavírus, bate novo recorde e se torna o 6º com mais óbitos ",2020-05-07,irrelevant
B1063,"@JoinerRitch @FabioHonor A quebra do monopólio é ponto central para a geração de empregos, renda, gás mais barato e arrecadação para o estado do Amazonas. O povo amazonense só tem a ganhar com a medida. O veto precisa cair! #derrubaovetoPL153 #EquipeChicoPreto",2020-06-16,irrelevant
B5851,"A cada 100 mil mulheres que moram em Boa Vista, 27 tem câncer de mama e 21, câncer de útero. Esses números são piores na capital que no resto do Estado, segundo Instituto Nacional de Câncer (INCA).",2020-10-01,irrelevant
B4922,O @minsaude atualiza a situação do #coronavírus no Brasil - 21/04: \n\n▶️ 43.079 casos \n▶️ 2.741 óbitos\nConfira mais informações na plataforma: #COVID19 ,2020-04-22,irrelevant
B4388,"Lutem pelo tratamento precoce e ATENDIMENTO  PRECOCE, é nossa única  esperança(Marisa Lobo). \n#LockdownNAO ",2020-11-26,relevant
B1683,"O Ruy Barata é um dos mais importantes poetas brasileiros e um grande compositor. Por isso, merece todas as homenagens neste ano de celebração de seu centenário! Participe com a hashtag #RuyBarata100anos ",2020-06-19,irrelevant
B5203,"#OutubroRosa para prevenir o câncer de mama através de exames anuais. Nossa Casa ""pagode"" da Praça do Japão dá o alerta: prevenir é melhor do que sofrer e remediar. #BoaNoiteDoPrefeitoGreca ",2020-10-15,irrelevant
B271,Nota pública de funcionários da Anvisa alerta para o atentado à saúde global que foi a presença do diretor da Anvisa ao lado do presidente Bolsonaro em evento público. São os funcionários explicando ao diretor do órgão o que significa “vigilância sanitária”.,2020-03-16,irrelevant
B621,"Aposto que você já ouviu falar muita coisa sobre o Jacarezinho, mas não dessa forma. \n\nEstá no ar o segundo episódio da nossa série - NA VISÃO DO MORADOR.\n\nNo Youtube -  IGTV - ",2020-07-25,irrelevant
B3060,"Bolsonaro vai contra todos os líderes mundiais. Ele não acata as medidas das autoridades sanitárias, ele nega a realidade, desautoriza o ministro ao invés de conversar com toda cadeia produtiva e montar uma operação de guerra como a situação pede.",2020-04-06,irrelevant
B5825,"Juntos com o Governo do Estado podemos fazer com que Vitória se desenvolva ainda mais, volte a gerar emprego e renda e seja uma cidade mais moderna e inclusiva.\nFaça parte dessa transformação, vem com o certo. Vote 40!",2020-11-06,irrelevant
B2847,"Pela matriz já se pode imaginar que Porto Alegre receberá bandeira laranja, sendo classificada como de risco médio, visto que há alta capacidade do sistema de saúde e alta propagação (capital é o epicentro do coronavírus no estado, por número de casos e óbitos).",2020-04-21,irrelevant
B1820,"O que proponho é uma cidade moderna, humana, atenta à geração de empregos e ao progresso. Está decisão está nas suas mãos. Me dê a chance de continuar trabalhando por você. Neste domingo, #vote12. #EdvaldoKatarina12 ",2020-11-27,irrelevant
B1078,"Nosso posicionamento é de que as aulas em escolas só podem voltar após o ok de especialistas da área sanitária e da ciência. Só assim, podemos dar segurança a nossas crianças em meio a toda essa situação. \n#cicerofilho #CBN \nClique: ",2020-10-28,irrelevant
A1102,"Os EUA se colocam nos filmes de Hollywood como salvadores do planeta. Na vida real, estabelecem o império do egoísmo, em vez de apostarem na solidariedade entre os povos.   #vacinaparatodospl1462 ",2020-08-02,relevant
B2425,"Desafio da indústria brasileira é conseguir produzir em grande escala respiradores de baixo custo a tempo de salvar vidas durante a pandemia. Em BH, engenheiros desenvolveram um aparelho q é fabricado rapidamente e custa até 85% + barato que o importado.   ",2020-06-08,irrelevant
B442,"2020 testou muitos dos nossos limites. Vivemos uma das maiores crises sanitárias e socioeconômicas da nossa geração, agravada por um governo negligente e criminoso. O chamado ao compromisso coletivo foi forte, e não teríamos chegado até aqui sem nossas redes de solidariedade. 👇🏾",2020-12-24,irrelevant
B6078,"Asqueroso. Damares enviou aliados pra pressionar contra o aborto e ofereceu ""benfeitorias"". Na defesa da agenda machista deste governo, tentou arrancar o futuro da criança #foradamares!\n\nMinistra Damares Alves agiu para impedir aborto de criança de 10 anos ",2020-09-21,irrelevant
A947,"Foi sancionada hoje a Lei, de minha autoria, que destina 20 Milhões de reais do Fundo Especial da Alerj à FioCruz, visando o desenvolvimento e a implementação do Plano de Enfrentamento ao Coronavirus. O Plano de Assistência e Enfrentamento ao Covid-19 nas favelas sairá do papel! ",2020-08-10,irrelevant
A987,"Contra a Covid-19, há um exército de pesquisadores em busca de vacina, municiados de fundos e envoltos na esperança do mundo inteiro. O antirracismo não mobiliza os mesmos sentimentos, líderes e cofres. @angelaalonso115",2020-06-07,relevant
B1576,Lamento profundamente o primeiro óbito com confirmação para covid-19 no Maranhão. Me solidarizo com os familiares e reforço a importância de continuarmos seguindo as orientações da OMS para impedir que mais pessoas sejam contaminadas. É hora de união para combater a pandemia.,2020-03-29,irrelevant
